dialogs
"Captain America:

Avengers: assemble!

Some people move on, but not us.

Cos if that's not gonna work, I don't know what is"
"Captain America:

Avengers: assemble!

Some people move on, but not us.

Cos if that's not gonna work, I don't know what is"
"Captain America:

Avengers: assemble!

Some people move on, but not us.

Cos if that's not gonna work, I don't know what is"
"Captain America:

Avengers: assemble!

Some people move on, but not us.

Cos if that's not gonna work, I don't know what is"
